요1:1 태초에말씀이계시니라이말씀이하나님과함께계셨으니이말씀은곧하나님이시니라
요13:14 내가주와또는선생이되어너희발을씻었으니너희도서로발을씻어주는것이옳으니라
요13:15 내가너희에게행한것같이너희도행하게하려하여본을보였노라
요13:16 내가진실로진실로너희에게이르노니종이주인보다크지못하고보냄을받은자가보낸자보다크지못하나니
요13:17 너희가이것을알고행하면복이있으리라
요13:18 내가너희모두를가리켜말하는것이아니니라나는내가택한자들이누구인지앎이라그러나내떡을먹는자가내게발꿈치를들었다한성경을응하게하려는것이니라
요13:19 지금부터일이일어나기전에미리너희에게일러둠은일이일어날때에내가그인줄너희가믿게하려함이로라
요13:20 내가진실로진실로너희에게이르노니내가보낸자를영접하는자는나를영접하는것이요나를영접하는자는나를보내신이를영접하는것이니라
요13:21 예수께서이말씀을하시고심령이괴로워증언하여이르시되내가진실로진실로너희에게이르노니너희중하나가나를팔리라하시니
요13:22 제자들이서로보며누구에게대하여말씀하시는지의심하더라
요13:23 예수의제자중하나곧그가사랑하시는자가예수의품에의지하여누웠는지라
요13:24 시몬베드로가머릿짓을하여말하되말씀하신자가누구인지말하라하니
요13:25 그가예수의가슴에그대로의지하여말하되주여누구니이까
요13:26 예수께서대답하시되내가떡한조각을적셔다주는자가그니라하시고곧한조각을적셔서가룟시몬의아들유다에게주시니
요13:27 조각을받은후곧사탄이그속에들어간지라이에예수께서유다에게이르시되네가하는일을속히하라하시니
요13:28 이말씀을무슨뜻으로하셨는지그앉은자중에아는자가없고
요13:29 어떤이들은유다가돈궤를맡았으므로명절에우리가쓸물건을사라하시는지혹은가난한자들에게무엇을주라하시는줄로생각하더라
요13:30 유다가그조각을받고곧나가니밤이러라
요13:31 그가나간후에예수께서이르시되지금인자가영광을받았고하나님도인자로말미암아영광을받으셨도다
요13:32 만일하나님이그로말미암아영광을받으셨으면하나님도자기로말미암아그에게영광을주시리니곧주시리라
요13:33 작은자들아내가아직잠시너희와함께있겠노라너희가나를찾을것이나일찍이내가유대인들에게너희는내가가는곳에올수없다고말한것과같이지금너희에게도이르노라
요13:34 새계명을너희에게주노니서로사랑하라내가너희를사랑한것같이너희도서로사랑하라
요13:35 너희가서로사랑하면이로써모든사람이너희가내제자인줄알리라
요13:36 시몬베드로가이르되주여어디로가시나이까예수께서대답하시되내가가는곳에네가지금은따라올수없으나후에는따라오리라
요13:37 베드로가이르되주여내가지금은어찌하여따라갈수없나이까주를위하여내목숨을버리겠나이다
요13:38 예수께서대답하시되네가나를위하여네목숨을버리겠느냐내가진실로진실로네게이르노니닭울기전에네가세번나를부인하리라
요14:1 너희는마음에근심하지말라하나님을믿으니또나를믿으라
요14:2 내아버지집에거할곳이많도다그렇지않으면너희에게일렀으리라내가너희를위하여거처를예비하러가노니
요14:3 가서너희를위하여거처를예비하면내가다시와서너희를내게로영접하여나있는곳에너희도있게하리라
요14:4 내가어디로가는지그길을너희가아느니라
요14:5 도마가이르되주여주께서어디로가시는지우리가알지못하거늘그길을어찌알겠사옵나이까
요14:6 예수께서이르시되내가곧길이요진리요생명이니나로말미암지않고는아버지께로올자가없느니라
요14:7 너희가나를알았더라면내아버지도알았으리로다이제부터는너희가그를알았고또보았느니라
요14:8 빌립이이르되주여아버지를우리에게보여주옵소서그리하면족하겠나이다
요14:9 예수께서이르시되빌립아내가이렇게오래너희와함께있으되네가나를알지못하느냐나를본자는아버지를보았거늘어찌하여아버지를보이라하느냐
요14:10 내가아버지안에거하고아버지는내안에계신것을네가믿지아니하느냐내가너희에게이르는말은스스로하는것이아니라아버지께서내안에계셔서그의일을하시는것이라
요14:11 내가아버지안에거하고아버지께서내안에계심을믿으라그렇지못하겠거든행하는그일로말미암아나를믿으라
요14:12 내가진실로진실로너희에게이르노니나를믿는자는내가하는일을그도할것이요또한그보다큰일도하리니이는내가아버지께로감이라
요14:13 너희가내이름으로무엇을구하든지내가행하리니이는아버지로하여금아들로말미암아영광을받으시게하려함이라
요14:14 내이름으로무엇이든지내게구하면내가행하리라
요14:15 너희가나를사랑하면나의계명을지키리라
요14:16 내가아버지께구하겠으니그가또다른보혜사를너희에게주사영원토록너희와함께있게하리니
요14:17 그는진리의영이라세상은능히그를받지못하나니이는그를보지도못하고알지도못함이라그러나너희는그를아나니그는너희와함께거하심이요또너희속에계시겠음이라
요14:18 내가너희를고아와같이버려두지아니하고너희에게로오리라
요14:19 조금있으면세상은다시나를보지못할것이로되너희는나를보리니이는내가살아있고너희도살아있겠음이라
요14:20 그날에는내가아버지안에,너희가내안에,내가너희안에있는것을너희가알리라
요14:21 나의계명을지키는자라야나를사랑하는자니나를사랑하는자는내아버지께사랑을받을것이요나도그를사랑하여그에게나를나타내리라
요14:22 가룟인아닌유다가이르되주여어찌하여자기를우리에게는나타내시고세상에는아니하려하시나이까
요14:23 예수께서대답하여이르시되사람이나를사랑하면내말을지키리니내아버지께서그를사랑하실것이요우리가그에게가서거처를그와함께하리라
요14:24 나를사랑하지아니하는자는내말을지키지아니하나니너희가듣는말은내말이아니요나를보내신아버지의말씀이니라
요14:25 내가아직너희와함께있어서이말을너희에게하였거니와
요14:26 보혜사곧아버지께서내이름으로보내실성령그가너희에게모든것을가르치고내가너희에게말한모든것을생각나게하리라
요14:27 평안을너희에게끼치노니곧나의평안을너희에게주노라내가너희에게주는것은세상이주는것과같지아니하니라너희는마음에근심하지도말고두려워하지도말라
요14:28 내가갔다가너희에게로온다하는말을너희가들었나니나를사랑하였더라면내가아버지께로감을기뻐하였으리라아버지는나보다크심이라
요14:29 이제일이일어나기전에너희에게말한것은일이일어날때에너희로믿게하려함이라
요14:30 이후에는내가너희와말을많이하지아니하리니이세상의임금이오겠음이라그러나그는내게관계할것이없으니
요14:31 오직내가아버지를사랑하는것과아버지께서명하신대로행하는것을세상이알게하려함이로라일어나라여기를떠나자하시니라
요15:1 나는참포도나무요내아버지는농부라
요15:2 무릇내게붙어있어열매를맺지아니하는가지는아버지께서그것을제거해버리시고무릇열매를맺는가지는더열매를맺게하려하여그것을깨끗하게하시느니라
요15:3 너희는내가일러준말로이미깨끗하여졌으니
요15:4 내안에거하라나도너희안에거하리라가지가포도나무에붙어있지아니하면스스로열매를맺을수없음같이너희도내안에있지아니하면그러하리라
요15:5 나는포도나무요너희는가지라그가내안에,내가그안에거하면사람이열매를많이맺나니나를떠나서는너희가아무것도할수없음이라
요15:6 사람이내안에거하지아니하면가지처럼밖에버려져마르나니사람들이그것을모아다가불에던져사르느니라
요15:7 너희가내안에거하고내말이너희안에거하면무엇이든지원하는대로구하라그리하면이루리라
요15:8 너희가열매를많이맺으면내아버지께서영광을받으실것이요너희는내제자가되리라
요15:9 아버지께서나를사랑하신것같이나도너희를사랑하였으니나의사랑안에거하라
요15:10 내가아버지의계명을지켜그의사랑안에거하는것같이너희도내계명을지키면내사랑안에거하리라
요15:11 내가이것을너희에게이름은내기쁨이너희안에있어너희기쁨을충만하게하려함이라
요15:12 내계명은곧내가너희를사랑한것같이너희도서로사랑하라하는이것이니라
요15:13 사람이친구를위하여자기목숨을버리면이보다더큰사랑이없나니
요15:14 너희는내가명하는대로행하면곧나의친구라
요15:15 이제부터는너희를종이라하지아니하리니종은주인이하는것을알지못함이라너희를친구라하였노니내가내아버지께들은것을다너희에게알게하였음이라
요15:16 너희가나를택한것이아니요내가너희를택하여세웠나니이는너희로가서열매를맺게하고또너희열매가항상있게하여내이름으로아버지께무엇을구하든지다받게하려함이라
요15:17 내가이것을너희에게명함은너희로서로사랑하게하려함이라
요15:18 세상이너희를미워하면너희보다먼저나를미워한줄을알라
요15:19 너희가세상에속하였으면세상이자기의것을사랑할것이나너희는세상에속한자가아니요도리어내가너희를세상에서택하였기때문에세상이너희를미워하느니라
요15:20 내가너희에게종이주인보다더크지못하다한말을기억하라사람들이나를박해하였은즉너희도박해할것이요내말을지켰은즉너희말도지킬것이라
요15:21 그러나사람들이내이름으로말미암아이모든일을너희에게하리니이는나를보내신이를알지못함이라
요15:22 내가와서그들에게말하지아니하였더라면죄가없었으려니와지금은그죄를핑계할수없느니라
요15:23 나를미워하는자는또내아버지를미워하느니라
요15:24 내가아무도못한일을그들중에서하지아니하였더라면그들에게죄가없었으려니와지금은그들이나와내아버지를보았고또미워하였도다
요15:25 그러나이는그들의율법에기록된바그들이이유없이나를미워하였다한말을응하게하려함이라
요15:26 내가아버지께로부터너희에게보낼보혜사곧아버지께로부터나오시는진리의성령이오실때에그가나를증언하실것이요
요15:27 너희도처음부터나와함께있었으므로증언하느니라
요16:1 내가이것을너희에게이름은너희로실족하지않게하려함이니
요16:2 사람들이너희를출교할뿐아니라때가이르면무릇너희를죽이는자가생각하기를이것이하나님을섬기는일이라하리라
요16:3 그들이이런일을할것은아버지와나를알지못함이라
요16:4 오직너희에게이말을한것은너희로그때를당하면내가너희에게말한이것을기억나게하려함이요처음부터이말을하지아니한것은내가너희와함께있었음이라
요16:5 지금내가나를보내신이에게로가는데너희중에서나더러어디로가는지묻는자가없고
요16:6 도리어내가이말을하므로너희마음에근심이가득하였도다
요16:7 그러나내가너희에게실상을말하노니내가떠나가는것이너희에게유익이라내가떠나가지아니하면보혜사가너희에게로오시지아니할것이요가면내가그를너희에게로보내리니
요16:8 그가와서죄에대하여,의에대하여,심판에대하여세상을책망하시리라
요16:9 죄에대하여라함은그들이나를믿지아니함이요
요16:10 의에대하여라함은내가아버지께로가니너희가다시나를보지못함이요
요16:11 심판에대하여라함은이세상임금이심판을받았음이라
요16:12 내가아직도너희에게이를것이많으나지금은너희가감당하지못하리라
요16:13 그러나진리의성령이오시면그가너희를모든진리가운데로인도하시리니그가스스로말하지않고오직들은것을말하며장래일을너희에게알리시리라
요16:14 그가내영광을나타내리니내것을가지고너희에게알리시겠음이라
요16:15 무릇아버지께있는것은다내것이라그러므로내가말하기를그가내것을가지고너희에게알리시리라하였노라
요16:16 조금있으면너희가나를보지못하겠고또조금있으면나를보리라하시니
요16:17 제자중에서서로말하되우리에게말씀하신바조금있으면나를보지못하겠고또조금있으면나를보리라하시며또내가아버지께로감이라하신것이무슨말씀이냐하고
요16:18 또말하되조금있으면이라하신말씀이무슨말씀이냐무엇을말씀하시는지알지못하노라하거늘
요16:19 예수께서그묻고자함을아시고이르시되내말이조금있으면나를보지못하겠고또조금있으면나를보리라하므로서로문의하느냐
요16:20 내가진실로진실로너희에게이르노니너희는곡하고애통하겠으나세상은기뻐하리라너희는근심하겠으나너희근심이도리어기쁨이되리라
요16:21 여자가해산하게되면그때가이르렀으므로근심하나아기를낳으면세상에사람난기쁨으로말미암아그고통을다시기억하지아니하느니라
요16:22 지금은너희가근심하나내가다시너희를보리니너희마음이기쁠것이요너희기쁨을빼앗을자가없으리라
요16:23 그날에는너희가아무것도내게묻지아니하리라내가진실로진실로너희에게이르노니너희가무엇이든지아버지께구하는것을내이름으로주시리라
요16:24 지금까지는너희가내이름으로아무것도구하지아니하였으나구하라그리하면받으리니너희기쁨이충만하리라
요16:25 이것을비유로너희에게일렀거니와때가이르면다시는비유로너희에게이르지않고아버지에대한것을밝히이르리라
요16:26 그날에너희가내이름으로구할것이요내가너희를위하여아버지께구하겠다하는말이아니니
요16:27 이는너희가나를사랑하고또내가하나님께로부터온줄믿었으므로아버지께서친히너희를사랑하심이라
요16:28 내가아버지에게서나와세상에왔고다시세상을떠나아버지께로가노라하시니
요16:29 제자들이말하되지금은밝히말씀하시고아무비유로도하지아니하시니
요16:30 우리가지금에야주께서모든것을아시고또사람의물음을기다리시지않는줄아나이다이로써하나님께로부터나오심을우리가믿사옵나이다
요16:31 예수께서대답하시되이제는너희가믿느냐
요16:32 보라너희가다각각제곳으로흩어지고나를혼자둘때가오나니벌써왔도다그러나내가혼자있는것이아니라아버지께서나와함께계시느니라
요16:33 이것을너희에게이르는것은너희로내안에서평안을누리게하려함이라세상에서는너희가환난을당하나담대하라내가세상을이기었노라
요17:1 예수께서이말씀을하시고눈을들어하늘을우러러이르시되아버지여때가이르렀사오니아들을영화롭게하사아들로아버지를영화롭게하게하옵소서
요17:2 아버지께서아들에게주신모든사람에게영생을주게하시려고만민을다스리는권세를아들에게주셨음이로소이다
요17:3 영생은곧유일하신참하나님과그가보내신자예수그리스도를아는것이니이다
요17:4 아버지께서내게하라고주신일을내가이루어아버지를이세상에서영화롭게하였사오니
요17:5 아버지여창세전에내가아버지와함께가졌던영화로써지금도아버지와함께나를영화롭게하옵소서
요17:6 세상중에서내게주신사람들에게내가아버지의이름을나타내었나이다그들은아버지의것이었는데내게주셨으며그들은아버지의말씀을지키었나이다
요17:7 지금그들은아버지께서내게주신것이다아버지로부터온것인줄알았나이다
요17:8 나는아버지께서내게주신말씀들을그들에게주었사오며그들은이것을받고내가아버지께로부터나온줄을참으로아오며아버지께서나를보내신줄도믿었사옵나이다
요17:9 내가그들을위하여비옵나니내가비옵는것은세상을위함이아니요내게주신자들을위함이니이다그들은아버지의것이로소이다
요17:10 내것은다아버지의것이요아버지의것은내것이온데내가그들로말미암아영광을받았나이다
요17:11 나는세상에더있지아니하오나그들은세상에있사옵고나는아버지께로가옵나니거룩하신아버지여내게주신아버지의이름으로그들을보전하사우리와같이그들도하나가되게하옵소서
요17:12 내가그들과함께있을때에내게주신아버지의이름으로그들을보전하고지키었나이다그중의하나도멸망하지않고다만멸망의자식뿐이오니이는성경을응하게함이니이다
요17:13 지금내가아버지께로가오니내가세상에서이말을하옵는것은그들로내기쁨을그들안에충만히가지게하려함이니이다
요17:14 내가아버지의말씀을그들에게주었사오매세상이그들을미워하였사오니이는내가세상에속하지아니함같이그들도세상에속하지아니함으로인함이니이다
요17:15 내가비옵는것은그들을세상에서데려가시기를위함이아니요다만악에빠지지않게보전하시기를위함이니이다
요17:16 내가세상에속하지아니함같이그들도세상에속하지아니하였사옵나이다
요17:17 그들을진리로거룩하게하옵소서아버지의말씀은진리니이다
요17:18 아버지께서나를세상에보내신것같이나도그들을세상에보내었고
요17:19 또그들을위하여내가나를거룩하게하오니이는그들도진리로거룩함을얻게하려함이니이다
요17:20 내가비옵는것은이사람들만위함이아니요또그들의말로말미암아나를믿는사람들도위함이니
요17:21 아버지여,아버지께서내안에,내가아버지안에있는것같이그들도다하나가되어우리안에있게하사세상으로아버지께서나를보내신것을믿게하옵소서
요17:22 내게주신영광을내가그들에게주었사오니이는우리가하나가된것같이그들도하나가되게하려함이니이다
요17:23 곧내가그들안에있고아버지께서내안에계시어그들로온전함을이루어하나가되게하려함은아버지께서나를보내신것과또나를사랑하심같이그들도사랑하신것을세상으로알게하려함이로소이다
요17:24 아버지여내게주신자도나있는곳에나와함께있어아버지께서창세전부터나를사랑하시므로내게주신나의영광을그들로보게하시기를원하옵나이다
요17:25 의로우신아버지여세상이아버지를알지못하여도나는아버지를알았사옵고그들도아버지께서나를보내신줄알았사옵나이다
요17:26 내가아버지의이름을그들에게알게하였고또알게하리니이는나를사랑하신사랑이그들안에있고나도그들안에있게하려함이니이다
요18:1 예수께서이말씀을하시고제자들과함께기드론시내건너편으로나가시니그곳에동산이있는데제자들과함께들어가시니라
요18:2 그곳은가끔예수께서제자들과모이시는곳이므로예수를파는유다도그곳을알더라
요18:3 유다가군대와대제사장들과바리새인들에게서얻은아랫사람들을데리고등과횃불과무기를가지고그리로오는지라
요18:4 예수께서그당할일을다아시고나아가이르시되너희가누구를찾느냐
요18:5 대답하되나사렛예수라하거늘이르시되내가그니라하시니라그를파는유다도그들과함께섰더라
요18:6 예수께서그들에게내가그니라하실때에그들이물러가서땅에엎드러지는지라
요18:7 이에다시누구를찾느냐고물으신대그들이말하되나사렛예수라하거늘
요18:8 예수께서대답하시되너희에게내가그니라하였으니나를찾거든이사람들이가는것은용납하라하시니
요18:9 이는아버지께서내게주신자중에서하나도잃지아니하였사옵나이다하신말씀을응하게하려함이러라
요18:10 이에시몬베드로가칼을가졌는데그것을빼어대제사장의종을쳐서오른편귀를베어버리니그종의이름은말고라
요18:11 예수께서베드로더러이르시되칼을칼집에꽂으라아버지께서주신잔을내가마시지아니하겠느냐하시니라
요18:12 이에군대와천부장과유대인의아랫사람들이예수를잡아결박하여
요18:13 먼저안나스에게로끌고가니안나스는그해의대제사장인가야바의장인이라
요18:14 가야바는유대인들에게한사람이백성을위하여죽는것이유익하다고권고하던자러라
요18:15 시몬베드로와또다른제자한사람이예수를따르니이제자는대제사장과아는사람이라예수와함께대제사장의집뜰에들어가고
요18:16 베드로는문밖에서있는지라대제사장을아는그다른제자가나가서문지키는여자에게말하여베드로를데리고들어오니
요18:17 문지키는여종이베드로에게말하되너도이사람의제자중하나가아니냐하니그가말하되나는아니라하고
요18:18 그때가추운고로종과아랫사람들이불을피우고서서쬐니베드로도함께서서쬐더라
요18:19 대제사장이예수에게그의제자들과그의교훈에대하여물으니
요18:20 예수께서대답하시되내가드러내놓고세상에말하였노라모든유대인들이모이는회당과성전에서항상가르쳤고은밀하게는아무것도말하지아니하였거늘
요18:21 어찌하여내게묻느냐내가무슨말을하였는지들은자들에게물어보라그들이내가하던말을아느니라
요18:22 이말씀을하시매곁에섰던아랫사람하나가손으로예수를쳐이르되네가대제사장에게이같이대답하느냐하니
요18:23 예수께서대답하시되내가말을잘못하였으면그잘못한것을증언하라바른말을하였으면네가어찌하여나를치느냐하시더라
요18:24 안나스가예수를결박한그대로대제사장가야바에게보내니라
요18:25 시몬베드로가서서불을쬐더니사람들이묻되너도그제자중하나가아니냐베드로가부인하여이르되나는아니라하니
요18:26 대제사장의종하나는베드로에게귀를잘린사람의친척이라이르되네가그사람과함께동산에있는것을내가보지아니하였느냐
요18:27 이에베드로가또부인하니곧닭이울더라
요18:28 그들이예수를가야바에게서관정으로끌고가니새벽이라그들은더럽힘을받지아니하고유월절잔치를먹고자하여관정에들어가지아니하더라
요18:29 그러므로빌라도가밖으로나가서그들에게말하되너희가무슨일로이사람을고발하느냐
요18:30 대답하여이르되이사람이행악자가아니었더라면우리가당신에게넘기지아니하였겠나이다
요18:31 빌라도가이르되너희가그를데려다가너희법대로재판하라유대인들이이르되우리에게는사람을죽이는권한이없나이다하니
요18:32 이는예수께서자기가어떠한죽음으로죽을것을가리켜하신말씀을응하게하려함이러라
요18:33 이에빌라도가다시관정에들어가예수를불러이르되네가유대인의왕이냐
요18:34 예수께서대답하시되이는네가스스로하는말이냐다른사람들이나에대하여네게한말이냐
요18:35 빌라도가대답하되내가유대인이냐네나라사람과대제사장들이너를내게넘겼으니네가무엇을하였느냐
요18:36 예수께서대답하시되내나라는이세상에속한것이아니니라만일내나라가이세상에속한것이었더라면내종들이싸워나로유대인들에게넘겨지지않게하였으리라이제내나라는여기에속한것이아니니라
요18:37 빌라도가이르되그러면네가왕이아니냐예수께서대답하시되네말과같이내가왕이니라내가이를위하여태어났으며이를위하여세상에왔나니곧진리에대하여증언하려함이로라무릇진리에속한자는내음성을듣느니라하신대
요18:38 빌라도가이르되진리가무엇이냐하더라이말을하고다시유대인들에게나가서이르되나는그에게서아무죄도찾지못하였노라
요18:39 유월절이면내가너희에게한사람을놓아주는전례가있으니그러면너희는내가유대인의왕을너희에게놓아주기를원하느냐하니
요18:40 그들이또소리질러이르되이사람이아니라바라바라하니바라바는강도였더라
요19:1 이에빌라도가예수를데려다가채찍질하더라
요19:2 군인들이가시나무로관을엮어그의머리에씌우고자색옷을입히고
요19:3 앞에가서이르되유대인의왕이여평안할지어다하며손으로때리더라
요19:4 빌라도가다시밖에나가말하되보라이사람을데리고너희에게나오나니이는내가그에게서아무죄도찾지못한것을너희로알게하려함이로라하더라
요19:5 이에예수께서가시관을쓰고자색옷을입고나오시니빌라도가그들에게말하되보라이사람이로다하매
요19:6 대제사장들과아랫사람들이예수를보고소리질러이르되십자가에못박으소서십자가에못박으소서하는지라빌라도가이르되너희가친히데려다가십자가에못박으라나는그에게서죄를찾지못하였노라
요19:7 유대인들이대답하되우리에게법이있으니그법대로하면그가당연히죽을것은그가자기를하나님의아들이라함이니이다
요19:8 빌라도가이말을듣고더욱두려워하여
요19:9 다시관정에들어가서예수께말하되너는어디로부터냐하되예수께서대답하여주지아니하시는지라
요19:10 빌라도가이르되내게말하지아니하느냐내가너를놓을권한도있고십자가에못박을권한도있는줄알지못하느냐
요19:11 예수께서대답하시되위에서주지아니하셨더라면나를해할권한이없었으리니그러므로나를네게넘겨준자의죄는더크다하시니라
요19:12 이러하므로빌라도가예수를놓으려고힘썼으나유대인들이소리질러이르되이사람을놓으면가이사의충신이아니니이다무릇자기를왕이라하는자는가이사를반역하는것이니이다
요19:13 빌라도가이말을듣고예수를끌고나가서돌을깐뜰(히브리말로가바다)에있는재판석에앉아있더라
요19:14 이날은유월절의준비일이요때는제육시라빌라도가유대인들에게이르되보라너희왕이로다
요19:15 그들이소리지르되없이하소서없이하소서그를십자가에못박게하소서빌라도가이르되내가너희왕을십자가에못박으랴대제사장들이대답하되가이사외에는우리에게왕이없나이다하니
요19:16 이에예수를십자가에못박도록그들에게넘겨주니라
요19:17 그들이예수를맡으매예수께서자기의십자가를지시고해골(히브리말로골고다)이라하는곳에나가시니
요19:18 그들이거기서예수를십자가에못박을새다른두사람도그와함께좌우편에못박으니예수는가운데있더라
요19:19 빌라도가패를써서십자가위에붙이니나사렛예수유대인의왕이라기록되었더라
요19:20 예수께서못박히신곳이성에서가까운고로많은유대인이이패를읽는데히브리와로마와헬라말로기록되었더라
요19:21 유대인의대제사장들이빌라도에게이르되유대인의왕이라쓰지말고자칭유대인의왕이라쓰라하니
요19:22 빌라도가대답하되내가쓸것을썼다하니라
요19:23 군인들이예수를십자가에못박고그의옷을취하여네깃에나눠각각한깃씩얻고속옷도취하니이속옷은호지아니하고위에서부터통으로짠것이라
요19:24 군인들이서로말하되이것을찢지말고누가얻나제비뽑자하니이는성경에그들이내옷을나누고내옷을제비뽑나이다한것을응하게하려함이러라군인들은이런일을하고
요19:25 예수의십자가곁에는그어머니와이모와글로바의아내마리아와막달라마리아가섰는지라
요19:26 예수께서자기의어머니와사랑하시는제자가곁에서있는것을보시고자기어머니께말씀하시되여자여보소서아들이니이다하시고
요19:27 또그제자에게이르시되보라네어머니라하신대그때부터그제자가자기집에모시니라
요19:28 그후에예수께서모든일이이미이루어진줄아시고성경을응하게하려하사이르시되내가목마르다하시니
요19:29 거기신포도주가가득히담긴그릇이있는지라사람들이신포도주를적신해면을우슬초에매어예수의입에대니
요19:30 예수께서신포도주를받으신후에이르시되다이루었다하시고머리를숙이니영혼이떠나가시니라
요19:31 이날은준비일이라유대인들은그안식일이큰날이므로그안식일에시체들을십자가에두지아니하려하여빌라도에게그들의다리를꺾어시체를치워달라하니
요19:32 군인들이가서예수와함께못박힌첫째사람과또그다른사람의다리를꺾고
요19:33 예수께이르러서는이미죽으신것을보고다리를꺾지아니하고
요19:34 그중한군인이창으로옆구리를찌르니곧피와물이나오더라
요19:35 이를본자가증언하였으니그증언이참이라그가자기의말하는것이참인줄알고너희로믿게하려함이니라
요19:36 이일이일어난것은그뼈가하나도꺾이지아니하리라한성경을응하게하려함이라
요19:37 또다른성경에그들이그찌른자를보리라하였느니라
요19:38 아리마대사람요셉은예수의제자이나유대인이두려워그것을숨기더니이일후에빌라도에게예수의시체를가져가기를구하매빌라도가허락하는지라이에가서예수의시체를가져가니라
요19:39 일찍이예수께밤에찾아왔던니고데모도몰약과침향섞은것을백리트라쯤가지고온지라
요19:40 이에예수의시체를가져다가유대인의장례법대로그향품과함께세마포로쌌더라
요19:41 예수께서십자가에못박히신곳에동산이있고동산안에아직사람을장사한일이없는새무덤이있는지라
요19:42 이날은유대인의준비일이요또무덤이가까운고로예수를거기두니라
요20:1 안식후첫날일찍이아직어두울때에막달라마리아가무덤에와서돌이무덤에서옮겨진것을보고
요20:2 시몬베드로와예수께서사랑하시던그다른제자에게달려가서말하되사람들이주님을무덤에서가져다가어디두었는지우리가알지못하겠다하니
요20:3 베드로와그다른제자가나가서무덤으로갈새
요20:4 둘이같이달음질하더니그다른제자가베드로보다더빨리달려가서먼저무덤에이르러
요20:5 구부려세마포놓인것을보았으나들어가지는아니하였더니
요20:6 시몬베드로는따라와서무덤에들어가보니세마포가놓였고
요20:7 또머리를쌌던수건은세마포와함께놓이지않고딴곳에쌌던대로놓여있더라
요20:8 그때에야무덤에먼저갔던그다른제자도들어가보고믿더라
요20:9 (그들은성경에그가죽은자가운데서다시살아나야하리라하신말씀을아직알지못하더라)
요20:10 이에두제자가자기들의집으로돌아가니라
요20:11 마리아는무덤밖에서서울고있더니울면서구부려무덤안을들여다보니
요20:12 흰옷입은두천사가예수의시체뉘었던곳에하나는머리편에,하나는발편에앉았더라
요20:13 천사들이이르되여자여어찌하여우느냐이르되사람들이내주님을옮겨다가어디두었는지내가알지못함이니이다
요20:14 이말을하고뒤로돌이켜예수께서서계신것을보았으나예수이신줄은알지못하더라
요20:15 예수께서이르시되여자여어찌하여울며누구를찾느냐하시니마리아는그가동산지기인줄알고이르되주여당신이옮겼거든어디두었는지내게이르소서그리하면내가가져가리이다
요20:16 예수께서마리아야하시거늘마리아가돌이켜히브리말로랍오니하니(이는선생님이라는말이라)
요20:17 예수께서이르시되나를붙들지말라내가아직아버지께로올라가지아니하였노라너는내형제들에게가서이르되내가내아버지곧너희아버지,내하나님곧너희하나님께로올라간다하라하시니
요20:18 막달라마리아가가서제자들에게내가주를보았다하고또주께서자기에게이렇게말씀하셨다이르니라
요20:19 이날곧안식후첫날저녁때에제자들이유대인들을두려워하여모인곳의문들을닫았더니예수께서오사가운데서서이르시되너희에게평강이있을지어다
요20:20 이말씀을하시고손과옆구리를보이시니제자들이주를보고기뻐하더라
요20:21 예수께서또이르시되너희에게평강이있을지어다아버지께서나를보내신것같이나도너희를보내노라
요20:22 이말씀을하시고그들을향하사숨을내쉬며이르시되성령을받으라
요20:23 너희가누구의죄든지사하면사하여질것이요누구의죄든지그대로두면그대로있으리라하시니라
요20:24 열두제자중의하나로서디두모라불리는도마는예수께서오셨을때에함께있지아니한지라
요20:25 다른제자들이그에게이르되우리가주를보았노라하니도마가이르되내가그의손의못자국을보며내손가락을그못자국에넣으며내손을그옆구리에넣어보지않고는믿지아니하겠노라하니라
요20:26 여드레를지나서제자들이다시집안에있을때에도마도함께있고문들이닫혔는데예수께서오사가운데서서이르시되너희에게평강이있을지어다하시고
요20:27 도마에게이르시되네손가락을이리내밀어내손을보고네손을내밀어내옆구리에넣어보라그리하여믿음없는자가되지말고믿는자가되라
요20:28 도마가대답하여이르되나의주님이시요나의하나님이시니이다
요20:29 예수께서이르시되너는나를본고로믿느냐보지못하고믿는자들은복되도다하시니라
요20:30 예수께서제자들앞에서이책에기록되지아니한다른표적도많이행하셨으나
요20:31 오직이것을기록함은너희로예수께서하나님의아들그리스도이심을믿게하려함이요또너희로믿고그이름을힘입어생명을얻게하려함이니라
요21:1 그후에예수께서디베랴호수에서또제자들에게자기를나타내셨으니나타내신일은이러하니라
요21:2 시몬베드로와디두모라하는도마와갈릴리가나사람나다나엘과세베대의아들들과또다른제자둘이함께있더니
요21:3 시몬베드로가나는물고기잡으러가노라하니그들이우리도함께가겠다하고나가서배에올랐으나그날밤에아무것도잡지못하였더니
요21:4 날이새어갈때에예수께서바닷가에서셨으나제자들이예수이신줄알지못하는지라
요21:5 예수께서이르시되얘들아너희에게고기가있느냐대답하되없나이다
요21:6 이르시되그물을배오른편에던지라그리하면잡으리라하시니이에던졌더니물고기가많아그물을들수없더라
요21:7 예수께서사랑하시는그제자가베드로에게이르되주님이시라하니시몬베드로가벗고있다가주님이라하는말을듣고겉옷을두른후에바다로뛰어내리더라
요21:8 다른제자들은육지에서거리가불과한오십칸쯤되므로작은배를타고물고기든그물을끌고와서
요21:9 육지에올라보니숯불이있는데그위에생선이놓였고떡도있더라
요21:10 예수께서이르시되지금잡은생선을좀가져오라하시니
